id,sourceFile,sourceType,section,domain,skill,difficulty,questionType,correctAnswer,reviewStatus,visibility,publicationStatus,contentAuditVersion,contentAuditVerdict,promptWords,severity,issues,warnings,governance,topicKey,skeletonKey
antigravity-b08a0425,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,19,pass,,,private_family_only,significant,the technology proven in laboratory settings but never tested in the represents both enormous promise and significant risk
antigravity-0ae5b925,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,17,pass,,,private_family_only,renaissance,the city v renaissance began with one bold converting the abandoned rail line into v public park
antigravity-3e0b0976,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,17,pass,,,private_family_only,investigation,the research supported the original hypothesis it also revealed several unexpected variables that warrant further investigation
antigravity-3eb8845e,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,18,pass,,,private_family_only,damaged,the storm damaged # homes not v single life was lost due to the early warning system
antigravity-ce623db2,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Words in Context,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,deliberately,the senator v response was deliberately neither confirming nor denying the allegations best fit
antigravity-5612246e,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,15,pass,,,private_family_only,intersperses,v documentary about climate change intersperses scientist interviews with footage of extreme weather this structure
antigravity-24cc9d89,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,33,pass,,,private_family_only,planes,v passage about survivorship bias explains how we study successes while ignoring failures wwii example bullet holes on returning planes were not where armor was needed missing plan
antigravity-b60e6de7,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Inferences,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,inference,v country banned private cars in its capital for one month public transit use rose # air quality improved # but economic activity declined # inference
antigravity-bd1e71d6,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,pass,,,private_family_only,gradual,text # gladwell argues tipping points transform social phenomena from gradual to explosive text # sociologist duncan watts found most social changes are gradual and tipping points 
antigravity-53874a71,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,interpretation,scatter plot positive correlation between teacher experience and student scores but only up to # years after # years the line flattens best interpretation
antigravity-3a69f790,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,biologist,v biologist argues octopus farms are unethical which evidence
antigravity-0020a4bb,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,criminologist,v criminologist argues restorative justice reduces recidivism which evidence
antigravity-b31baaf6,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,16,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,,v v #v # v #
antigravity-bacc5e6f,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Medium,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,internet,internet # mo # gb over #gb bill # gbs over #
antigravity-74c1444b,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,15,pass,,,private_family_only,intercept,v line with negative slope and positive v intercept crosses the v axis at v
antigravity-a0145218,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,16,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,11,pass,,,private_family_only,,v v #v # at what v does v v #
antigravity-ce958d9f,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,change,rate of change from # # to # #
antigravity-9729fc8c,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,3,pass,,,private_family_only,,# #v # v
antigravity-4de6d134,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,9,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,,# v # #v # v
antigravity-9bc1080d,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,12,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,perimeter,perimeter of square # side length
antigravity-439c57ae,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Easy,student_produced_response,14,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,,frac v # # # v
antigravity-8f9bd8bb,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Medium,student_produced_response,9,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,,# v # # v # v
antigravity-a06f5e52,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,6,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,,v v # when v # v
antigravity-fed3596f,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,4,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,,slope of line #v #v #
antigravity-f4293cd6,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,15,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,intercept,v intercept of v #v #
antigravity-f705bcf6,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,,lines v #v # and v #v #
antigravity-4cfa10f9,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in two variables,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,distance,distance from origin to # #
antigravity-6071d988,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,largest,# v geq # largest integer v
antigravity-a37d7a95,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,6,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,6,pass,,,private_family_only,largest,#v # # largest integer v
antigravity-b0e65dd0,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,3,pass,,,private_family_only,solution,#v # solution
antigravity-bbbcb70e,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,student_produced_response,400,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,10,pass,,,private_family_only,budget,budget v v leq # v geq # max v
antigravity-c545bc8b,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,4,pass,,,private_family_only,solution,#v # # solution set
antigravity-effd6590,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,115,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,4,pass,,,private_family_only,supplementary,supplementary angle to #
antigravity-f64d9c19,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,55,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,4,pass,,,private_family_only,complementary,complementary angle to #
antigravity-c3e36f2b,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,13,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,hypotenuse,triangle sides # # hypotenuse
antigravity-67dcb6cc,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,student_produced_response,140,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,5,pass,,,private_family_only,interior,regular nonagon # sided interior angle
antigravity-22a08725,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,7,pass,,,private_family_only,exterior,the exterior angle of v triangle equals
antigravity-722f52c8,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,800,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,,v # # v v when v #
antigravity-5221233c,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,student_produced_response,10240,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,depreciation,depreciation # # # value after #yr
